"V1","V2"
1.35510677324096,0.238534093210029
1.33759498216607,0.236387280862617
1.33154260440025,0.240171897650014
1.35669496173856,0.241110304820992
1.34021676056661,0.241235845151048
1.31949707851297,0.24035048940483
1.35253319536446,0.236140421577691
1.32667417531018,0.238773339337734
1.32463985440247,0.239128777612443
1.34670163008914,0.23545010424714
1.36020405427852,0.237302753542542
1.35536353427575,0.238679423415656
1.31849415544728,0.242280437074153
1.35988841048688,0.237018462289414
1.31349251142975,0.239102755894165
1.34988805074058,0.234937162297839
1.33930272527786,0.234927767663972
1.31722286932468,0.237589921458238
1.33162211131742,0.239428719599753
1.32618447583565,0.239437383526309
1.32732318012174,0.237967114329998
1.32037003072869,0.243131650330824
1.34090767861179,0.235523579634368
1.32156277605394,0.237655342414206
1.33307627831602,0.240008883898662
1.34856317158681,0.235483193478667
1.32482880612081,0.238924607341569
1.34957306491399,0.236852549876782
1.33214355083431,0.241815275905348
1.29550211600743,0.239960768444792
1.33543549291316,0.233523469640477
1.33168654487683,0.238542763845973
1.32601772630799,0.24216356929326
1.34025831611781,0.23617437466203
1.33943239897946,0.238405252315307
1.35051665044194,0.23851814356425
1.33225293778326,0.236673916900058
1.32379750794796,0.240382135607399
1.30931682909459,0.239449143668224
1.32947831252694,0.238050399220921
1.34609412320722,0.236239866745882
1.33141849520327,0.236289903450135
1.34272158612957,0.236869337938091
1.33696153225073,0.239570626421172
1.31724403008355,0.237721135300729
1.31309045829806,0.242955563644032
1.33458974633577,0.236821169868415
1.33272461770585,0.237535980921185
1.32401747110831,0.242023921298412
1.34786275543879,0.237972113593661
1.31598854324452,0.24062272915524
1.33892162473587,0.237120303705221
1.34259622173022,0.235569001082955
1.32732949726168,0.237748004487501
1.32434577111184,0.237958296390558
1.31700821715273,0.242776673911655
1.29986613465302,0.24345782240078
1.31714462809407,0.237013440795268
1.33712088119825,0.237477402200687
1.36169201391098,0.233088200472331
1.32414999238787,0.240396855733301
1.33168102006144,0.235764321918631
1.35361597262321,0.234808620730118
1.32872302612776,0.239622796979495
1.33075724476884,0.237541087174267
1.33681125601879,0.241254177845353
1.32157997525012,0.243377266277416
1.29499194700099,0.241862762520104
1.34641100822059,0.238553246259971
1.31555074022472,0.239603361840266
1.33395837639103,0.23796783379905
1.30678408574885,0.243931203215032
1.31048481536728,0.242786654027123
1.30916591475069,0.238347688192375
1.33280194735748,0.239982538626088
1.33549624441977,0.236246842507779
1.35032773986888,0.241474126049911
1.32921574194962,0.240541236730623
1.33669665915703,0.243094353048201
1.31891696545322,0.237010912377318
1.3041252750509,0.241001251584354
1.34899646398742,0.239742293554217
1.34506333715528,0.235881122995222
1.3469309529493,0.236493430848716
1.36338141421423,0.239027249655251
1.32894149471114,0.235697944370723
1.32351686940119,0.240510057577104
1.32897368335922,0.237350108210559
1.31069490659112,0.244630043654007
1.32544230920262,0.24112109091394
1.34186769331784,0.241817392980856
1.32827030509008,0.23677713301952
1.3220443477564,0.24493937720926
1.35332539771206,0.23492850762021
1.34260749012566,0.235707408148834
1.31701885415605,0.2389030394566
1.32356724852361,0.240205770623651
1.33629483466626,0.238815214414745
1.33112861401407,0.234827478925816
1.33799103236256,0.237803010410427
